Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,categorical infant deaths,Alcohol,percentage expenditure,categorical percentage expenditure,Hepatitis B,Measles ,categorical Measles, BMI ,under-five deaths ,categorical under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,categorical Income composition of resources,Schooling
Brazil,2008,Developing,73.4,158,61,30+,7.21,526.3780636,f100-1000,96,0,0,5.3,68,30+,99,8.24,99,0.1,8787.61375,19297929,3,3,0.704,f0.5-1,13.3
Cameroon,2009,Developing,54.8,373,54,30+,5.89,9.042540892,f0-100,8,251,10+,25.4,85,30+,79,5.7,8,6.3,123.19538,19432541,6.3,6.3,0.473,f0-0.5,9.2
Madagascar,2007,Developing,61.9,261,35,30+,0.71,55.43034455,f0-100,84,0,0,16.7,51,30+,83,4.98,84,0.6,377.8482928,19433523,7.9,7.8,0.483,f0-0.5,9.1
Mozambique,2003,Developing,51,424,85,30+,1.68,42.52689559,f0-100,76,28898,10+,17.7,124,30+,67,6.39,85,15.3,283.8911588,19716598,4,3.9,0.318,f0-0.5,6.7
Ghana,2002,Developing,57.6,31,42,30+,1.6,3.336437969,f0-100,8,12289,10+,2.7,63,30+,8,3.7,78,3.5,39.484473,19924522,8.8,8.8,0.484,f0-0.5,7.6
Madagascar,2008,Developing,62.3,259,34,30+,0.68,6.448762615,f0-100,77,3,f1-10,17.1,49,30+,77,4.5,77,0.5,47.733254,19996469,7.8,7.7,0.491,f0-0.5,9.4
Indonesia,2000,Developing,66.3,188,187,30+,0.06,3.43334364,f0-100,65,3344,10+,15.4,237,30+,72,1.98,75,0.1,78.92744,21154429,11,11.2,0.597,f0.5-1,10.7
Mozambique,2006,Developing,51.2,434,78,30+,1.2,58.59644487,f0-100,75,183,10+,18.9,113,30+,73,6.51,78,16.3,385.7567141,21547463,3.8,3.7,0.353,f0-0.5,7.9
Cameroon,2013,Developing,56.4,364,48,30+,0.01,63.07890158,f0-100,89,760,10+,27.8,73,30+,88,4.29,89,4,1365.34419,21655715,5.8,5.8,0.501,f0.5-1,10.4
Madagascar,2011,Developing,63.8,241,31,30+,0.97,78.79967196,f0-100,73,0,0,18.5,43,30+,73,4.24,73,0.4,454.963464,21743949,7.5,7.4,0.504,f0.5-1,10.2
Afghanistan,2002,Developing,56.2,3,88,30+,0.01,16.88735091,f0-100,64,2486,10+,13,122,30+,36,7.76,36,0.1,187.84595,21979923,19.9,2.2,0.341,f0-0.5,6.2
Ghana,2006,Developing,59.4,288,41,30+,1.7,129.0263364,f100-1000,84,420,10+,23,62,30+,84,4.64,84,2.9,922.9351677,22113425,7.9,7.9,0.51,f0.5-1,8.7
Mozambique,2007,Developing,52.1,425,74,30+,1.03,53.9502789,f0-100,75,267,10+,19.3,108,30+,75,5.25,75,14.1,422.1461573,22188387,3.8,3.7,0.36,f0-0.5,8.2
Madagascar,2012,Developing,64.3,235,30,f3-30,0.87,59.97914461,f0-100,7,2,f1-10,19,42,30+,71,3.46,7,0.4,443.9611,22346573,7.4,7.3,0.506,f0.5-1,10.2
Indonesia,2003,Developing,66.9,189,173,30+,0.05,8.460155758,f0-100,64,24457,10+,17.5,215,30+,8,2.53,71,0.1,164.59447,22545214,1.9,11,0.613,f0.5-1,10.8
Angola,2009,Developing,49.1,369,81,30+,7.01,212.9229325,f100-1000,61,2807,10+,19.8,127,30+,63,4.37,6,2.5,3347.84485,22549547,9.3,9.2,0.48,f0-0.5,8.5
Indonesia,2005,Developing,67.2,19,163,30+,0.06,5.381782562,f0-100,65,15853,10+,19,201,30+,79,2.79,72,0.1,126.928834,22671273,1.9,1.9,0.629,f0.5-1,11.1
Mozambique,2008,Developing,53.2,45,72,30+,1.48,0.796915785,f0-100,75,4,f1-10,19.7,104,30+,74,4.91,75,12.6,53.127719,22846758,3.7,3.7,0.372,f0-0.5,8.8
Madagascar,2013,Developing,64.7,23,29,f3-30,0.87,79.50882493,f0-100,74,6,f1-10,19.5,40,30+,73,4.15,74,0.4,461.723722,22961146,7.3,7.2,0.508,f0.5-1,10.3
Indonesia,2006,Developing,67.3,191,159,30+,0.06,72.0159316,f0-100,66,20422,10+,19.7,194,30+,78,2.91,72,0.1,1586.254,22983822,1.8,1.8,0.632,f0.5-1,10.9
Angola,2010,Developing,49.6,365,78,30+,7.8,191.6537407,f100-1000,77,1190,10+,2.4,121,30+,81,3.39,77,2.5,3529.53482,23369131,9.1,9,0.488,f0-0.5,9
Indonesia,2009,Developing,67.9,189,143,30+,0.08,125.7980678,f100-1000,82,20818,10+,22.1,174,30+,85,2.83,78,0.3,2254.44566,23934478,1.7,1.6,0.645,f0.5-1,11.7
Afghanistan,2004,Developing,57,293,87,30+,0.02,15.29606643,f0-100,67,466,10+,13.8,120,30+,5,8.79,5,0.1,219.1413528,24118979,19.5,19.7,0.381,f0-0.5,6.8
Malaysia,2002,Developing,72.9,14,4,f3-30,0.49,216.7029481,f100-1000,95,408,10+,27.9,4,f3-30,94,3.4,94,0.1,4167.364387,24198811,9.5,9.3,0.723,f0.5-1,12
Brazil,2014,Developing,74.8,144,44,30+,7.32,83.16465362,f0-100,96,876,10+,55.3,49,30+,96,8.32,93,0.1,1226.61731,24213133,2.7,2.7,0.747,f0.5-1,15.2
Angola,2011,Developing,51,361,75,30+,8.06,239.8913921,f100-1000,72,1449,10+,21,115,30+,73,3.38,71,2.5,4299.12889,24218565,8.9,8.8,0.495,f0-0.5,9.4
Indonesia,2011,Developing,68.3,185,134,30+,0.08,211.8783404,f100-1000,81,21893,10+,23.8,161,30+,81,2.71,81,0.3,3634.27685,24577511,1.6,1.5,0.662,f0.5-1,12.3
Ghana,2011,Developing,61.2,263,40,30+,1.64,225.2219474,f100-1000,91,120,10+,26.1,58,30+,91,4.81,91,1.3,1574.978653,25121796,6.9,6.8,0.554,f0.5-1,10.9
Indonesia,2013,Developing,68.7,181,124,30+,0.09,22.8478308,f0-100,85,8419,10+,25.6,148,30+,86,2.93,85,0.3,362.663981,25232263,1.5,1.3,0.677,f0.5-1,12.9
Malaysia,2005,Developing,73.4,135,3,f3-30,0.46,297.5913833,f100-1000,96,1407,10+,3.7,4,f3-30,96,3.29,96,0.1,5593.822995,25659393,9,8.8,0.734,f0.5-1,12.9
Malaysia,2006,Developing,73.6,134,3,f3-30,0.42,365.9113978,f100-1000,95,564,10+,31.6,4,f3-30,95,3.65,95,0.1,6222.982955,26143566,8.8,8.6,0.732,f0.5-1,12.7
Nepal,2007,Developing,66.6,194,29,f3-30,0.2,52.22906505,f0-100,82,1415,10+,14.9,38,30+,82,5.84,82,0.2,393.8843518,26214847,17.2,17.8,0.486,f0-0.5,10
Ghana,2013,Developing,61.9,254,38,30+,0.01,28.66897829,f0-100,9,319,10+,27.3,55,30+,91,4.63,9,0.9,1814.492297,26346251,6.6,6.4,0.57,f0.5-1,11.5
Mozambique,2013,Developing,55.3,46,62,30+,1.16,5.813338496,f0-100,78,8,f1-10,21.8,87,30+,78,5.9,78,5.1,65.985681,26434372,3.6,3.5,0.405,f0-0.5,9.1
Nepal,2008,Developing,67,189,27,f3-30,0.21,70.27113179,f0-100,82,2089,10+,15.4,35,30+,82,6.44,82,0.2,473.844449,26475859,17,17.6,0.492,f0-0.5,10.1
Afghanistan,2007,Developing,57.5,295,82,30+,0.02,10.91015598,f0-100,63,1141,10+,15.2,113,30+,63,6.73,63,0.1,369.835796,26616792,19,19.1,0.415,f0-0.5,8.4
Malaysia,2007,Developing,73.7,133,3,f3-30,0.43,409.9812523,f100-1000,96,394,10+,32.5,4,f3-30,97,3.61,97,0.1,7269.17114,26625845,8.7,8.5,0.736,f0.5-1,12.3
Peru,2003,Developing,72.1,152,15,f3-30,4.5,34.70333523,f0-100,65,0,0,47.4,19,f3-30,95,4.6,94,0.4,218.25997,26937738,1.3,1.3,0.686,f0.5-1,13.3
Ghana,2014,Developing,62.1,253,37,30+,0.01,97.67794571,f0-100,98,124,10+,28,54,30+,93,3.56,98,0.8,1432.227943,26962563,6.4,6.3,0.576,f0.5-1,11.7
Mozambique,2014,Developing,56.7,375,61,30+,0.01,54.91159475,f0-100,79,9,f1-10,22.2,84,30+,79,6.98,79,4.1,623.2871141,27212382,3.6,3.5,0.409,f0-0.5,9.1
Peru,2004,Developing,72.2,151,14,f3-30,4.27,356.9393805,f100-1000,92,0,0,48.1,18,f3-30,81,4.56,86,0.4,2448.143899,27273194,1.3,1.3,0.685,f0.5-1,12.8
Nepal,2011,Developing,68.4,172,22,f3-30,0.27,112.1229028,f100-1000,92,2359,10+,16.9,27,f3-30,92,6.73,92,0.2,692.1166842,27327147,16.5,16.9,0.529,f0.5-1,12
Uganda,2004,Developing,51.3,485,104,30+,9.89,36.60609252,f0-100,62,141,10+,14.2,164,30+,58,8.9,62,8.9,288.236949,27568436,6.6,6.6,0.427,f0-0.5,11.6
Nepal,2012,Developing,68.9,167,20,f3-30,0.26,80.58788376,f0-100,9,3362,10+,17.4,25,f3-30,9,5.89,9,0.2,681.7925868,27649925,16.3,16.7,0.538,f0.5-1,12.3
Iraq,2006,Developing,64.7,249,31,30+,0.03,75.25799773,f0-100,59,474,10+,53.2,38,30+,63,3,59,0.1,2351.812429,27697912,5.4,5.1,0.631,f0.5-1,10.2
Peru,2006,Developing,74.2,134,12,f3-30,4.22,448.7670462,f100-1000,94,0,0,49.5,15,f3-30,94,4.47,94,0.4,3171.49856,27949944,1.2,1.2,0.693,f0.5-1,13
Malaysia,2010,Developing,74.1,131,3,f3-30,0.49,65.56659662,f0-100,96,73,10+,35.3,4,f3-30,96,3.99,96,0.1,971.356987,28112289,8.2,8,0.764,f0.5-1,12.8
Peru,2007,Developing,74,133,11,f3-30,4.29,516.4037021,f100-1000,93,0,0,5.2,15,f3-30,93,4.6,93,0.3,3611.2147,28292724,1.2,1.2,0.696,f0.5-1,13.2
Nepal,2014,Developing,69.6,158,18,f3-30,0.01,8.523486403,f0-100,92,1279,10+,18.5,22,f3-30,92,5.8,92,0.1,76.2386977,28323241,15.9,16.3,0.551,f0.5-1,12.4
Malaysia,2011,Developing,74.3,13,3,f3-30,0.51,9.23002632,f0-100,96,1569,10+,36.3,4,f3-30,96,3.89,96,0.1,145.1262,28635128,8,7.8,0.774,f0.5-1,13
Morocco,2000,Developing,68.6,16,27,f3-30,0.45,63.42140024,f0-100,43,7368,10+,44.8,32,30+,95,4.18,95,0.1,1332.382358,28849621,6.7,6.6,0.519,f0.5-1,8
Iraq,2008,Developing,69.3,167,32,30+,0.17,192.1562998,f100-1000,66,5494,10+,54.5,38,30+,71,3.93,69,0.1,4521.3247,29111417,5.4,5.1,0.638,f0.5-1,10.3
Morocco,2001,Developing,69,155,26,f3-30,0.46,71.11645,f0-100,84,2724,10+,45.7,30,f3-30,93,4.44,96,0.1,1336.775376,29181832,6.7,6.5,0.53,f0.5-1,8.5
Peru,2010,Developing,73.7,14,10,f3-30,4.72,69.43934508,f0-100,93,0,0,52.2,12,f3-30,92,5.3,93,0.2,522.493191,29373646,1.1,1.1,0.708,f0.5-1,13.3
Morocco,2002,Developing,69.5,15,25,f3-30,0.46,66.72933871,f0-100,92,6000,10+,46.5,29,f3-30,94,5.31,94,0.1,1413.757176,29512368,6.6,6.5,0.54,f0.5-1,8.8
Peru,2011,Developing,74.5,133,9,f3-30,4.83,759.5380695,f100-1000,91,0,0,52.9,12,f3-30,91,4.93,91,0.2,5771.565878,29759989,1.1,1.1,0.721,f0.5-1,13.4
Morocco,2003,Developing,69.9,146,24,f3-30,0.58,88.16506179,f0-100,9,10841,10+,47.3,28,f3-30,91,5.25,91,0.1,1721.973863,29843937,6.6,6.4,0.551,f0.5-1,9.3
Iraq,2009,Developing,74,148,32,30+,0.2,185.6366983,f100-1000,75,30328,10+,55.2,39,30+,78,4.65,78,0.1,3735.144836,29894652,5.4,5.1,0.643,f0.5-1,10.3
Morocco,2007,Developing,71.4,128,21,f3-30,0.56,157.6431445,f100-1000,95,2248,10+,5.8,25,f3-30,95,5.48,95,0.1,2494.353552,31225881,6.4,6.3,0.581,f0.5-1,10
Morocco,2008,Developing,71.8,123,21,f3-30,0.51,171.3658969,f100-1000,97,1455,10+,51.7,24,f3-30,99,5.41,99,0.1,2884.94776,31596855,6.4,6.3,0.589,f0.5-1,10.3
Uganda,2008,Developing,56.3,41,84,30+,9.79,72.85023656,f0-100,71,1319,10+,15.6,130,30+,69,9.1,71,8.2,449.6928183,31663896,6.2,6.2,0.453,f0-0.5,10.6
Afghanistan,2013,Developing,59.9,268,66,30+,0.01,73.21924272,f0-100,64,430,10+,18.1,89,30+,62,8.13,64,0.1,631.744976,31731688,17.7,17.7,0.47,f0-0.5,9.9
Morocco,2009,Developing,72.3,116,20,f3-30,0.62,188.2902861,f100-1000,98,834,10+,52.7,23,f3-30,99,5.67,99,0.1,2861.5545,31989897,6.4,6.2,0.596,f0.5-1,10.5
Uganda,2009,Developing,57.5,378,82,30+,9.63,87.04534954,f0-100,79,1601,10+,15.9,124,30+,78,8.43,79,8.1,647.17732,32771895,6.1,6.1,0.464,f0-0.5,10.8
Iraq,2012,Developing,76,147,32,30+,0.01,429.6625083,f100-1000,61,15,10+,57.2,39,30+,7,5.26,69,0.1,6651.12242,32776571,5.3,5.1,0.656,f0.5-1,10.5
Morocco,2011,Developing,73.3,14,19,f3-30,0.54,22.0945504,f0-100,98,982,10+,54.6,22,f3-30,98,5.99,99,0.1,339.91616,32858823,6.3,6.2,0.612,f0.5-1,11.2
Canada,2007,Developing,85,74,2,f1-2,8.3,7946.743581,1000+,14,101,10+,62.5,2,f1-2,9,9.83,94,0.1,44544.5268,32887928,0.5,0.4,0.894,f0.5-1,15.8
Canada,2008,Developing,87,74,2,f1-2,8.3,8433.936814,1000+,28,62,10+,63,2,f1-2,89,1.3,92,0.1,46596.33599,33245773,0.5,0.4,0.897,f0.5-1,15.8
Algeria,2005,Developing,72.9,136,19,f3-30,0.5,2.548922758,f0-100,83,2302,10+,48.9,22,f3-30,88,3.24,88,0.1,31.122378,33288437,6.1,6,0.68,f0.5-1,12
Morocco,2012,Developing,73.6,99,19,f3-30,0.55,19.15853732,f0-100,99,668,10+,55.5,22,f3-30,99,6.15,99,0.1,294.746728,33333789,6.3,6.2,0.623,f0.5-1,11.6
Canada,2009,Developing,81,72,2,f1-2,8.4,864.94993,f100-1000,42,14,10+,63.6,2,f1-2,89,11.17,91,0.1,4773.45436,33628571,0.5,0.4,0.898,f0.5-1,15.9
Afghanistan,2015,Developing,65,263,62,30+,0.01,71.27962362,f0-100,65,1154,10+,19.1,83,30+,6,8.16,65,0.1,584.25921,33736494,17.2,17.3,0.479,f0-0.5,10.1
Algeria,2006,Developing,73.4,132,20,f3-30,0.36,270.2401962,f100-1000,8,944,10+,49.8,23,f3-30,95,3.36,95,0.1,3464.6179,33777915,6.1,6,0.686,f0.5-1,12.3
Morocco,2013,Developing,73.9,97,18,f3-30,0.45,179.8598949,f100-1000,99,92,10+,56.5,21,f3-30,99,5.94,99,0.1,3111.762887,33824769,6.4,6.2,0.634,f0.5-1,12.1
Iraq,2013,Developing,69.5,17,32,30+,0.01,447.3695001,f100-1000,66,669,10+,57.8,39,30+,7,5.92,68,0.1,6925.22446,33883145,5.3,5.1,0.659,f0.5-1,10.3
Uganda,2010,Developing,58.4,362,79,30+,10.03,116.202964,f100-1000,8,1313,10+,16.3,119,30+,79,11.2,8,8,594.9972557,33915133,6,6,0.473,f0-0.5,10.9
Canada,2013,Developing,81.8,67,2,f1-2,8.2,9733.228019,1000+,55,83,10+,65.8,2,f1-2,91,1.67,91,0.1,52413.72116,35155451,0.5,0.5,0.909,f0.5-1,15.9
Canada,2014,Developing,82,65,2,f1-2,8.1,102.1902168,f100-1000,55,418,10+,66.4,2,f1-2,91,1.45,91,0.1,544.43376,35544564,0.5,0.5,0.912,f0.5-1,15.9
Algeria,2010,Developing,74.7,119,21,f3-30,0.45,430.7175861,f100-1000,95,103,10+,53.9,24,f3-30,95,5.12,95,0.1,4463.394675,36117637,5.9,5.8,0.714,f0.5-1,13.6
Algeria,2011,Developing,74.9,116,21,f3-30,0.56,509.0020405,f100-1000,95,112,10+,55,24,f3-30,95,5.29,95,0.1,5432.2523,36819558,5.9,5.8,0.724,f0.5-1,14
Uganda,2013,Developing,67,325,71,30+,0.01,90.76144414,f0-100,78,7878,10+,17.6,103,30+,82,7.47,78,4,662.492293,37553726,5.7,5.7,0.478,f0-0.5,10
Algeria,2012,Developing,75.1,113,21,f3-30,0.66,555.9260834,f100-1000,95,18,10+,56.1,24,f3-30,95,6.14,95,0.1,5564.82566,37565847,5.9,5.8,0.732,f0.5-1,14.4
Algeria,2013,Developing,75.3,112,21,f3-30,0.53,544.4507432,f100-1000,95,25,10+,57.2,24,f3-30,95,7.12,95,0.1,5471.866766,38338562,5.9,5.8,0.737,f0.5-1,14.4
Argentina,2004,Developing,74.7,13,11,f3-30,7.63,719.3663797,f100-1000,81,0,0,56.3,12,f3-30,91,6.84,98,0.1,4251.574348,38728696,1.1,1,0.775,f0.5-1,16.3
Uganda,2014,Developing,61.5,38,68,30+,0.01,14.16770158,f0-100,78,314,10+,18.1,97,30+,82,7.22,78,3.2,719.172669,38833338,5.7,5.6,0.483,f0-0.5,10
Algeria,2014,Developing,75.4,11,21,f3-30,0.01,54.2373183,f0-100,95,0,0,58.4,24,f3-30,95,7.21,95,0.1,547.8517,39113313,6,5.8,0.741,f0.5-1,14.4
Argentina,2005,Developing,74.9,127,11,f3-30,7.53,96.16653429,f0-100,88,0,0,56.9,12,f3-30,95,6.85,98,0.1,576.883829,39145488,1.1,1,0.78,f0.5-1,16.3
Kenya,2008,Developing,57.9,339,64,30+,1.71,60.5153506,f0-100,88,1282,10+,17.9,95,30+,88,3.9,88,6.4,916.8992515,39148416,8.3,8.2,0.506,f0.5-1,10.4
Argentina,2010,Developing,75.5,121,10,f3-30,8.15,187.610955,f100-1000,94,17,10+,59.8,11,f3-30,95,6.55,94,0.1,1276.265,41223889,1,0.9,0.802,f0.5-1,16.8
Colombia,2002,Developing,71.8,163,17,f3-30,4.45,393.8773633,f100-1000,78,139,10+,48.2,20,f3-30,83,5.67,81,0.1,2355.725857,41572491,2.5,2.3,0.656,f0.5-1,11.5
Argentina,2011,Developing,75.7,12,9,f3-30,8.11,1504.329462,1000+,91,3,f1-10,6.4,10,f3-30,93,5.89,91,0.1,12726.9836,41656879,1,0.9,0.816,f0.5-1,17.1
Colombia,2003,Developing,72.4,15,16,f3-30,4.25,417.8038898,f100-1000,92,0,0,49,19,f3-30,92,5.92,92,0.1,2246.257472,42152151,2.5,2.2,0.659,f0.5-1,11.6
Kenya,2011,Developing,61.2,278,60,30+,1.8,109.7051836,f100-1000,96,2395,10+,19.5,86,30+,97,5.23,96,3.4,987.4453967,42486839,8.1,7.9,0.53,f0.5-1,11.1
Argentina,2013,Developing,76,119,8,f3-30,8.28,1001.796332,1000+,94,0,0,61.6,10,f3-30,99,4.99,94,0.1,12976.63642,42539925,1,0.9,0.823,f0.5-1,17.3
Colombia,2004,Developing,72.8,148,16,f3-30,4.26,42.17956418,f0-100,89,0,0,49.8,19,f3-30,89,5.37,89,0.1,274.249442,42724163,2.4,2.2,0.658,f0.5-1,11.3
Argentina,2014,Developing,76.2,118,8,f3-30,7.93,847.3717463,f100-1000,94,1,f1-10,62.2,9,f3-30,92,4.79,94,0.1,12245.25645,42981515,1,0.9,0.825,f0.5-1,17.3
Colombia,2005,Developing,73.1,144,15,f3-30,4.38,531.9808176,f100-1000,93,0,0,5.5,18,f3-30,93,5.82,93,0.1,3386.256,43285634,2.4,2.1,0.658,f0.5-1,11.1
Kenya,2012,Developing,62.1,263,59,30+,1.81,154.2269697,f100-1000,94,0,0,2.1,84,30+,94,5.49,94,3,1155.2582,43646629,8,7.8,0.536,f0.5-1,11.1
Colombia,2006,Developing,73.1,147,15,f3-30,4.53,62.43710774,f0-100,93,0,0,51.3,17,f3-30,94,6.11,93,0.1,379.78776,43835722,2.3,2.1,0.669,f0.5-1,11.5
Colombia,2007,Developing,73.5,144,14,f3-30,4.66,780.5946749,f100-1000,93,0,0,52,17,f3-30,93,6.25,93,0.1,4674.21961,44374572,2.3,2.1,0.675,f0.5-1,11.9
Kenya,2013,Developing,62.6,258,58,30+,1.84,165.9304977,f100-1000,93,190,10+,2.7,81,30+,94,5.57,87,3,1229.114798,44826849,7.9,7.7,0.541,f0.5-1,11.1
South Africa,2000,Developing,57.3,397,51,30+,7.3,45.96380839,f0-100,73,1459,10+,4.1,73,30+,71,8.7,73,21.3,337.2253,44896856,16.3,19.1,0.635,f0.5-1,13
Ukraine,2014,Developing,78,23,4,f3-30,8.06,5.663849328,f0-100,22,0,0,6.7,5,f3-30,45,7.1,23,0.2,314.658296,45271947,2.3,2.4,0.746,f0.5-1,15.2
South Africa,2001,Developing,56,429,52,30+,7.38,365.2585722,f100-1000,72,1166,10+,4.9,76,30+,71,8.31,71,24,2681.781,45312937,15.4,18.1,0.629,f0.5-1,13
Colombia,2009,Developing,73.6,15,13,f3-30,4.34,941.6464045,f100-1000,92,0,0,53.5,15,f3-30,92,7.1,92,0.1,5148.422113,45416181,2.2,2,0.691,f0.5-1,12.4
South Africa,2002,Developing,54.9,459,54,30+,7.04,346.5316007,f100-1000,72,1043,10+,41.6,79,30+,7,8.9,7,26.6,2518.398261,45855482.88,14.5,17.1,0.62,f0.5-1,12.9
South Africa,2003,Developing,54,485,55,30+,6.93,519.1563781,f100-1000,71,244,10+,42.2,82,30+,7,8.26,69,28.9,3775.68275,46418193.9,13.5,16.1,0.613,f0.5-1,12.9
Colombia,2012,Developing,74.3,143,11,f3-30,4.44,1487.896562,1000+,92,1,f1-10,55.7,13,f3-30,91,6.93,91,0.1,7884.984429,46881475,2.1,1.9,0.707,f0.5-1,13.2
Colombia,2013,Developing,74.4,145,11,f3-30,4.41,15.16255482,f0-100,91,1,f1-10,56.4,13,f3-30,91,6.84,91,0.1,83.5863,47342981,2.1,1.9,0.712,f0.5-1,13.3
Myanmar,2003,Developing,63.2,231,69,30+,0.4,3.824212472,f0-100,8,830,10+,15.2,93,30+,86,1.97,78,0.5,219.782326,47624894,13.3,13.6,0.445,f0-0.5,7.7
Colombia,2014,Developing,74.6,144,11,f3-30,4.38,1435.487755,1000+,9,0,0,57.2,12,f3-30,9,7.2,9,0.1,7913.383432,47791911,2.1,1.9,0.72,f0.5-1,13.6
Myanmar,2005,Developing,63.9,224,64,30+,0.28,2.793843188,f0-100,62,314,10+,16.4,87,30+,86,1.83,73,0.5,247.24276,48482614,13.2,13.6,0.465,f0-0.5,7.9
Ukraine,2001,Developing,67.7,253,6,f3-30,4.31,8.897421459,f0-100,7,16970,10+,55.1,7,f3-30,99,5.66,99,0.8,78.738243,48683865,2.9,3,0.673,f0.5-1,13.2
Myanmar,2006,Developing,64.2,22,61,30+,0.28,4.632776304,f0-100,75,760,10+,17,83,30+,82,1.78,82,0.6,296.97284,48846474,13.2,13.5,0.474,f0-0.5,8
South Africa,2007,Developing,54.5,486,51,30+,8.48,805.490079,f100-1000,83,31,10+,45,79,30+,79,7.53,82,26.4,6125.39984,48883844.99,9.7,11.7,0.612,f0.5-1,12.9
Myanmar,2007,Developing,64.5,217,58,30+,0.26,0.5305728,f0-100,85,1088,10+,17.6,78,30+,84,1.68,86,0.6,41.451,49171586,13.2,13.5,0.484,f0-0.5,8.1
Ukraine,2000,Developing,67.5,257,6,f3-30,4.49,7.883791474,f0-100,4,817,10+,54.8,8,f3-30,99,5.59,99,0.7,635.789635,49175848,3,3.1,0.669,f0.5-1,13.3
Myanmar,2008,Developing,59.2,296,59,30+,0.3,9.53048032,f0-100,85,333,10+,18.3,96,30+,85,1.87,85,0.6,643.951373,49479752,13.2,13.4,0.493,f0-0.5,8.2
South Africa,2008,Developing,55.3,473,50,30+,8.19,780.0336423,f100-1000,76,39,10+,45.7,75,30+,77,7.75,79,23.5,5786.59972,49557573.3,8.9,1.7,0.616,f0.5-1,12.9
Myanmar,2013,Developing,66.2,22,42,30+,0.7,38.33793462,f0-100,75,1010,10+,22.1,55,30+,76,2.16,75,0.4,1168.83947,51448196,12.9,13.2,0.54,f0.5-1,9.1
South Africa,2011,Developing,58.9,413,43,30+,7.38,123.753335,f100-1000,76,92,10+,47.9,58,30+,69,8.61,69,8.5,849.954224,51729345.36,6.6,8,0.638,f0.5-1,12.8
Myanmar,2014,Developing,66.4,21,40,30+,0.01,45.33788677,f0-100,88,122,10+,22.9,52,30+,88,2.28,88,0.3,1262.893782,51924182,12.9,13.1,0.547,f0.5-1,9.1
South Africa,2013,Developing,69,371,43,30+,7.34,978.5905287,f100-1000,7,25,10+,49.5,54,30+,73,8.78,73,4.5,6876.953821,53311955.61,5.4,6.5,0.652,f0.5-1,12.8
South Africa,2014,Developing,62,347,42,30+,7.38,922.0507313,f100-1000,8,66,10+,5.3,52,30+,77,8.8,77,3.7,6479.625659,54146734.74,4.9,5.9,0.66,f0.5-1,13
France,2001,Developing,79,13,3,f3-30,13.89,3451.185079,1000+,28,0,0,55.2,4,f3-30,98,9.89,97,0.1,22527.31775,61357431,0.7,0.6,0.849,f0.5-1,15.6
France,2003,Developing,79.3,99,3,f3-30,13.49,4572.441963,1000+,28,0,0,56.4,4,f3-30,96,1.43,97,0.1,29691.18158,62244884,0.6,0.6,0.852,f0.5-1,15.4
France,2005,Developing,81,93,3,f3-30,12.2,5451.701225,1000+,35,36,10+,57.5,4,f3-30,98,1.6,98,0.1,34879.72633,63179356,0.6,0.6,0.86,f0.5-1,15.5
Thailand,2001,Developing,71.2,194,17,f3-30,5.92,176.0625201,f100-1000,95,7319,10+,19.4,20,f3-30,97,3.32,96,0.8,1893.145377,63543322,9.3,9.6,0.649,f0.5-1,11.2
France,2006,Developing,86,92,3,f3-30,12.4,5689.991931,1000+,39,40,10+,58,4,f3-30,99,1.53,99,0.1,36544.5853,63621376,0.6,0.6,0.87,f0.5-1,16.1
Turkey,2001,Developing,78,14,41,30+,1.49,256.4341746,f100-1000,77,30509,10+,54.3,50,30+,88,5.16,88,0.1,3119.63716,64191474,5.2,5.1,0.653,f0.5-1,11.1
Thailand,2003,Developing,71.7,189,15,f3-30,6.14,282.8364612,f100-1000,96,4519,10+,2.9,18,f3-30,98,3.58,98,0.6,2358.93629,64554952,9.1,9.3,0.666,f0.5-1,11.8
France,2011,Developing,81.7,83,3,f3-30,11.8,683.9190568,f100-1000,74,14949,10+,6.6,3,f3-30,99,11.33,99,0.1,4381.288,65342776,0.6,0.6,0.882,f0.5-1,16.1
Thailand,2006,Developing,73,168,13,f3-30,6.18,433.9210918,f100-1000,96,3588,10+,23.6,15,f3-30,98,3.49,98,0.5,3368.952576,65824164,8.7,8.9,0.686,f0.5-1,12.4
Thailand,2007,Developing,73.3,165,12,f3-30,6.2,520.7639087,f100-1000,96,3893,10+,24.6,14,f3-30,98,3.56,98,0.4,3972.26475,66195615,8.6,8.8,0.687,f0.5-1,12.3
France,2014,Developing,82.2,79,3,f3-30,11.5,6739.677606,1000+,83,267,10+,62,3,f3-30,98,11.54,98,0.1,42955.24287,66331957,0.6,0.6,0.89,f0.5-1,16.2
Thailand,2009,Developing,73.7,16,11,f3-30,5.88,547.2101411,f100-1000,98,6071,10+,26.8,12,f3-30,99,4.11,99,0.3,4212.5492,66881867,8.3,8.5,0.706,f0.5-1,13
Thailand,2012,Developing,74.3,154,9,f3-30,6.56,801.0504655,f100-1000,98,5197,10+,3.1,11,f3-30,99,4.17,99,0.1,5859.915622,67843979,8,8.1,0.729,f0.5-1,13.7
